minutes_played,matches_per_week,training_minutes,training_intensity,sessions_per_week,fatigue_level,muscle_soreness,sleep_quality,previous_injury,injury_date,recovery_days,training_date,match_date,entry_date,injury_risk
78,1,356,3,4,5,2,2,1,2025-04-12,30,2025-05-09,2025-05-09,2025-05-10,1
62,1,354,3,5,7,2,2,1,2025-12-06,7,2026-01-18,2026-01-20,2026-01-19,1
29,1,186,1,2,2,2,2,0,,0,2025-03-25,2025-03-27,2025-03-26,0
49,1,174,1,4,2,1,2,0,,0,2025-09-20,2025-09-22,2025-09-21,0
60,2,363,2,5,5,2,2,1,2025-03-14,8,2025-04-16,2025-04-18,2025-04-17,1
64,1,339,3,4,6,3,2,0,,0,2025-06-08,2025-06-09,2025-06-09,1
60,1,284,1,4,1,2,2,0,,0,2025-07-19,2025-07-20,2025-07-20,0
80,3,543,3,6,10,3,1,1,2025-07-20,13,2025-09-14,2025-09-16,2025-09-15,2
76,1,369,3,5,6,3,2,1,2025-10-04,27,2025-10-18,2025-10-20,2025-10-19,1
72,1,308,2,5,7,2,2,1,2025-10-28,27,2025-11-20,2025-11-20,2025-11-21,1
80,2,346,2,4,5,2,2,1,2025-04-18,22,2025-06-02,2025-06-02,2025-06-03,1
33,1,248,2,2,3,1,3,0,,0,2025-07-29,2025-07-30,2025-07-30,0
67,2,376,2,4,6,2,2,0,,0,2025-06-07,2025-06-09,2025-06-08,1
77,2,413,3,4,6,3,2,0,,0,2025-09-05,2025-09-06,2025-09-06,1
94,2,510,3,7,10,3,1,1,2025-04-02,30,2025-05-06,2025-05-07,2025-05-07,2
93,2,463,3,7,10,3,1,1,2024-11-24,28,2025-01-21,2025-01-21,2025-01-22,2
30,1,231,2,3,2,1,3,0,,0,2025-11-14,2025-11-15,2025-11-15,0
67,1,343,3,5,5,3,2,1,2025-10-31,7,2025-11-12,2025-11-12,2025-11-13,1
73,1,305,2,4,6,2,2,0,,0,2025-01-12,2025-01-12,2025-01-13,1
60,2,323,2,4,5,3,2,1,2025-06-30,22,2025-07-20,2025-07-20,2025-07-21,1
80,2,416,3,5,6,3,2,0,,0,2025-01-23,2025-01-23,2025-01-24,1
79,1,306,2,4,7,3,2,0,,0,2025-06-05,2025-06-06,2025-06-06,1
78,2,351,2,5,7,2,2,1,2025-07-20,17,2025-08-31,2025-09-01,2025-09-01,1
89,3,574,3,7,10,3,1,1,2025-06-03,24,2025-07-11,2025-07-12,2025-07-12,2
94,3,586,3,6,10,3,1,1,2025-12-21,21,2026-01-13,2026-01-13,2026-01-14,2
86,3,468,3,6,8,3,1,1,2024-11-22,30,2025-01-09,2025-01-10,2025-01-10,2
77,1,402,2,4,5,2,2,0,,0,2025-10-08,2025-10-09,2025-10-09,1
64,2,401,2,4,6,2,2,0,,0,2026-01-08,2026-01-10,2026-01-09,1
50,0,230,2,3,2,1,3,0,,0,2025-01-24,,2025-01-25,0
87,3,510,3,6,9,3,1,1,2025-05-19,10,2025-07-06,2025-07-08,2025-07-07,2
82,3,578,3,7,9,3,1,1,2025-04-01,8,2025-05-18,2025-05-19,2025-05-19,2
87,3,491,3,7,9,3,1,1,2025-01-03,20,2025-02-11,2025-02-12,2025-02-12,2
95,2,565,3,6,8,3,1,1,2025-10-28,25,2025-12-07,2025-12-09,2025-12-08,2
59,1,259,1,4,4,2,3,0,,0,2025-09-12,2025-09-13,2025-09-13,0
71,2,384,2,4,7,2,2,1,2025-06-27,23,2025-07-24,2025-07-26,2025-07-25,1
33,0,253,1,2,3,1,2,0,,0,2025-10-20,,2025-10-21,0
88,3,562,3,6,10,3,1,1,2025-07-14,23,2025-08-16,2025-08-17,2025-08-17,2
87,2,477,3,7,10,3,1,1,2025-06-07,18,2025-07-09,2025-07-10,2025-07-10,2
82,3,559,3,5,8,3,1,1,2025-04-18,26,2025-05-12,2025-05-12,2025-05-13,2
55,0,300,1,2,4,1,3,0,,0,2025-02-19,,2025-02-20,0
95,2,544,3,7,10,3,1,1,2025-06-07,21,2025-07-22,2025-07-23,2025-07-23,2
62,1,327,3,5,5,3,2,0,,0,2026-01-08,2026-01-09,2026-01-09,1
44,0,215,1,3,2,1,3,0,,0,2025-03-16,,2025-03-17,0
38,1,274,2,3,3,1,3,0,,0,2025-07-13,2025-07-14,2025-07-14,0
73,2,347,2,5,6,2,2,0,,0,2026-01-11,2026-01-12,2026-01-12,1
89,2,505,3,6,8,3,1,1,2025-10-12,25,2025-11-19,2025-11-19,2025-11-20,2
50,0,179,2,2,4,1,2,0,,0,2025-03-28,,2025-03-29,0
50,0,182,2,4,4,2,3,0,,0,2025-08-31,,2025-09-01,0
50,0,283,1,2,3,1,3,0,,0,2025-11-10,,2025-11-11,0
34,1,192,1,3,4,1,2,0,,0,2025-08-05,2025-08-06,2025-08-06,0
61,1,370,2,5,5,2,2,0,,0,2025-08-22,2025-08-24,2025-08-23,1
60,2,307,3,5,7,3,2,1,2025-03-19,30,2025-05-18,2025-05-19,2025-05-19,1
22,0,253,1,3,4,1,2,0,,0,2025-10-12,,2025-10-13,0
66,1,332,3,5,7,2,2,1,2025-11-25,23,2026-01-08,2026-01-09,2026-01-09,1
95,3,580,3,5,9,3,1,1,2025-09-30,9,2025-11-04,2025-11-06,2025-11-05,2
94,2,525,3,6,10,3,1,1,2025-11-30,17,2026-01-20,2026-01-21,2026-01-21,2
20,1,277,1,4,1,1,3,0,,0,2025-07-10,2025-07-10,2025-07-11,0
75,2,304,3,5,5,3,2,0,,0,2025-10-17,2025-10-19,2025-10-18,1
67,2,304,2,5,5,2,2,1,2025-06-10,10,2025-07-01,2025-07-01,2025-07-02,1
80,2,339,3,5,6,3,2,0,,0,2025-03-10,2025-03-12,2025-03-11,1
80,2,505,3,7,8,3,1,1,2025-02-19,17,2025-03-21,2025-03-22,2025-03-22,2
84,3,600,3,6,9,3,1,1,2025-04-19,9,2025-05-07,2025-05-08,2025-05-08,2
70,2,373,2,5,6,2,2,1,2025-07-03,28,2025-08-30,2025-08-30,2025-08-31,1
66,2,382,2,5,7,2,2,1,2024-12-28,18,2025-01-14,2025-01-15,2025-01-15,1
58,1,256,2,2,2,1,2,0,,0,2025-05-16,2025-05-16,2025-05-17,0
91,2,477,3,7,9,3,1,1,2025-04-11,23,2025-06-03,2025-06-05,2025-06-04,2
69,2,340,3,5,7,3,2,1,2025-10-28,28,2025-12-22,2025-12-23,2025-12-23,1
46,1,178,2,4,2,2,2,0,,0,2025-06-18,2025-06-19,2025-06-19,0
79,2,316,2,5,5,2,2,0,,0,2025-02-08,2025-02-09,2025-02-09,1
60,1,390,2,4,6,3,2,0,,0,2025-12-19,2025-12-21,2025-12-20,1
66,2,392,3,5,5,3,2,1,2025-07-29,20,2025-09-01,2025-09-02,2025-09-02,1
32,1,253,2,3,4,1,2,0,,0,2025-05-24,2025-05-24,2025-05-25,0
93,2,480,3,5,10,3,1,1,2025-09-03,24,2025-09-23,2025-09-23,2025-09-24,2
95,2,515,3,7,9,3,1,1,2025-05-12,13,2025-06-10,2025-06-10,2025-06-11,2
24,0,244,1,4,4,2,2,0,,0,2025-10-13,,2025-10-14,0
91,3,501,3,6,10,3,1,1,2024-12-06,29,2025-01-30,2025-02-01,2025-01-31,2
41,0,202,2,3,3,2,2,0,,0,2025-01-16,,2025-01-17,0
43,1,266,2,4,3,1,3,0,,0,2025-02-23,2025-02-23,2025-02-24,0
25,1,157,2,3,3,1,2,0,,0,2026-02-02,2026-02-04,2026-02-03,0
43,1,243,1,2,2,1,2,0,,0,2025-07-09,2025-07-11,2025-07-10,0
50,0,273,2,2,1,2,2,0,,0,2025-07-06,,2025-07-07,0
82,3,540,3,6,8,3,1,1,2025-06-18,10,2025-07-30,2025-08-01,2025-07-31,2
63,2,352,3,4,7,3,2,1,2025-03-10,10,2025-04-21,2025-04-21,2025-04-22,1
87,3,564,3,7,9,3,1,1,2025-03-27,9,2025-05-18,2025-05-20,2025-05-19,2
48,0,182,2,2,3,1,3,0,,0,2025-08-14,,2025-08-15,0
83,2,491,3,7,9,3,1,1,2025-03-15,19,2025-05-05,2025-05-05,2025-05-06,2
81,3,507,3,6,9,3,1,1,2025-09-07,15,2025-09-19,2025-09-21,2025-09-20,2
85,3,462,3,6,8,3,1,1,2025-11-27,21,2026-01-08,2026-01-08,2026-01-09,2
69,1,418,3,4,5,3,2,0,,0,2025-04-15,2025-04-17,2025-04-16,1
67,2,412,3,4,6,2,2,1,2024-12-23,27,2025-01-20,2025-01-22,2025-01-21,1
46,0,263,1,3,3,1,2,0,,0,2025-03-26,,2025-03-27,0
42,1,265,1,2,3,1,3,0,,0,2025-04-10,2025-04-12,2025-04-11,0
22,0,287,1,3,4,2,2,0,,0,2025-11-29,,2025-11-30,0
44,1,203,2,4,2,1,3,0,,0,2026-02-01,2026-02-03,2026-02-02,0
29,1,256,2,4,2,1,2,0,,0,2025-08-27,2025-08-27,2025-08-28,0
72,1,363,3,4,6,2,2,0,,0,2025-11-10,2025-11-11,2025-11-11,1
